study site,impact types,quadrat,trial,burrow size,latitude,longitude,beach width,distance to vegetation,day,month,year
South Island 1,P,T1,2,18,33.18564722,-79.18603333,22.61,4.69,28,September,2016
South Island 1,P,T1,2,24,33.18564722,-79.18603333,22.61,3.14,28,September,2016
South Island 1,P,T1,2,38,33.18564722,-79.18603333,22.61,2.47,28,September,2016
South Island 1,P,T1,2,48,33.18564722,-79.18603333,22.61,4.91,28,September,2016
South Island 1,P,T1,2,53,33.18564722,-79.18603333,22.61,0.65,28,September,2016
South Island 1,P,T1,2,62,33.18564722,-79.18603333,22.61,0.97,28,September,2016
South Island 1,P,T1,2,59,33.18564722,-79.18603333,22.61,1.08,28,September,2016
South Island 1,P,T1,2,66,33.18564722,-79.18603333,22.61,0.71,28,September,2016
South Island 1,P,T1,2,70,33.18564722,-79.18603333,22.61,0.83,28,September,2016
South Island 1,P,T1,2,49,33.18564722,-79.18603333,22.61,3.21,28,September,2016
South Island 1,P,T1,2,44,33.18564722,-79.18603333,22.61,2.57,28,September,2016
South Island 1,P,T1,2,17,33.18564722,-79.18603333,22.61,4.82,28,September,2016
South Island 1,P,T1,2,58,33.18564722,-79.18603333,22.61,0.78,28,September,2016
South Island 1,P,T1,2,49,33.18564722,-79.18603333,22.61,3.19,28,September,2016
South Island 1,P,T1,2,37,33.18564722,-79.18603333,22.61,4.23,28,September,2016
South Island 1,P,T1,2,36,33.18564722,-79.18603333,22.61,2.19,28,September,2016
South Island 1,P,T1,2,19,33.18564722,-79.18603333,22.61,4.33,28,September,2016
South Island 1,P,T1,2,47,33.18564722,-79.18603333,22.61,2.14,28,September,2016
South Island 1,P,T1,2,58,33.18564722,-79.18603333,22.61,1.02,28,September,2016
South Island 1,P,T1,2,51,33.18564722,-79.18603333,22.61,2.13,28,September,2016
South Island 1,P,T1,2,48,33.18564722,-79.18603333,22.61,1.86,28,September,2016
South Island 1,P,T1,2,64,33.18564722,-79.18603333,22.61,3.14,28,September,2016
South Island 1,P,T1,2,53,33.18564722,-79.18603333,22.61,1.48,28,September,2016
South Island 1,P,T1,2,20,33.18564722,-79.18603333,22.61,0.61,28,September,2016
South Island 1,P,T1,2,52,33.18564722,-79.18603333,22.61,0.73,28,September,2016
South Island 1,P,T1,2,46,33.18564722,-79.18603333,22.61,4.77,28,September,2016
South Island 1,P,T1,2,37,33.18564722,-79.18603333,22.61,1.58,28,September,2016
South Island 1,P,T1,2,31,33.18564722,-79.18603333,22.61,3.21,28,September,2016
South Island 1,P,T1,2,44,33.18564722,-79.18603333,22.61,0.13,28,September,2016
South Island 1,P,T1,2,29,33.18564722,-79.18603333,22.61,0.88,28,September,2016
South Island 1,P,T1,2,35,33.18564722,-79.18603333,22.61,1.44,28,September,2016
South Island 1,P,T1,2,39,33.18564722,-79.18603333,22.61,0.51,28,September,2016
South Island 1,P,T1,2,49,33.18564722,-79.18603333,22.61,3.87,28,September,2016
South Island 1,P,T1,2,41,33.18564722,-79.18603333,22.61,4.13,28,September,2016
South Island 1,P,T1,2,50,33.18564722,-79.18603333,22.61,4.52,28,September,2016
South Island 1,P,T1,2,66,33.18564722,-79.18603333,22.61,1.38,28,September,2016
South Island 1,P,T1,2,40,33.18564722,-79.18603333,22.61,2.41,28,September,2016
South Island 1,P,T1,2,51,33.18564722,-79.18603333,22.61,0.41,28,September,2016
South Island 1,P,T1,2,58,33.18564722,-79.18603333,22.61,1.23,28,September,2016
South Island 1,P,T1,2,49,33.18564722,-79.18603333,22.61,2.47,28,September,2016
South Island 1,P,T1,2,47,33.18564722,-79.18603333,22.61,1.08,28,September,2016
South Island 1,P,T1,2,34,33.18564722,-79.18603333,22.61,0.78,28,September,2016
South Island 1,P,T1,2,51,33.18564722,-79.18603333,22.61,4.23,28,September,2016
South Island 1,P,T1,3,45,33.18564722,-79.18603333,22.61,4.33,28,September,2016
South Island 1,P,T1,3,49,33.18564722,-79.18603333,22.61,2.13,28,September,2016
South Island 1,P,T1,3,52,33.18564722,-79.18603333,22.61,0.36,28,September,2016
South Island 1,P,T1,3,16,33.18564722,-79.18603333,22.61,2.94,28,September,2016
South Island 1,P,T1,3,28,33.18564722,-79.18603333,22.61,4.02,28,September,2016
South Island 1,P,T1,3,49,33.18564722,-79.18603333,22.61,1.68,28,September,2016
South Island 1,P,T1,3,66,33.18564722,-79.18603333,22.61,2.23,28,September,2016
South Island 1,P,T1,3,34,33.18564722,-79.18603333,22.61,2.96,28,September,2016
South Island 1,P,T1,3,42,33.18564722,-79.18603333,22.61,1.94,28,September,2016
South Island 1,P,T1,3,49,33.18564722,-79.18603333,22.61,2.86,28,September,2016
South Island 1,P,T1,3,64,33.18564722,-79.18603333,22.61,3.95,28,September,2016
South Island 1,P,T1,3,51,33.18564722,-79.18603333,22.61,0.84,28,September,2016
South Island 1,P,T1,3,58,33.18564722,-79.18603333,22.61,0.73,28,September,2016
South Island 1,P,T1,3,50,33.18564722,-79.18603333,22.61,2.53,28,September,2016
South Island 1,P,T1,3,54,33.18564722,-79.18603333,22.61,4.77,28,September,2016
South Island 1,P,T1,3,62,33.18564722,-79.18603333,22.61,0.88,28,September,2016
South Island 1,P,T1,3,38,33.18564722,-79.18603333,22.61,2.91,28,September,2016
South Island 1,P,T1,3,49,33.18564722,-79.18603333,22.61,4.13,28,September,2016
South Island 1,P,T1,3,41,33.18564722,-79.18603333,22.61,0.83,28,September,2016
South Island 1,P,T1,3,46,33.18564722,-79.18603333,22.61,2.59,28,September,2016
South Island 1,P,T1,3,23,33.18564722,-79.18603333,22.61,4.78,28,September,2016
South Island 1,P,T1,3,20,33.18564722,-79.18603333,22.61,3.69,28,September,2016
South Island 1,P,T1,3,58,33.18564722,-79.18603333,22.61,0.91,28,September,2016
South Island 1,P,T1,3,54,33.18564722,-79.18603333,22.61,1.54,28,September,2016
South Island 1,P,T1,3,50,33.18564722,-79.18603333,22.61,0.81,28,September,2016
South Island 1,P,T1,3,49,33.18564722,-79.18603333,22.61,2.98,28,September,2016
South Island 1,P,T1,3,53,33.18564722,-79.18603333,22.61,1.34,28,September,2016
South Island 1,P,T1,3,37,33.18564722,-79.18603333,22.61,4.18,28,September,2016
South Island 1,P,T1,3,54,33.18564722,-79.18603333,22.61,0.83,28,September,2016
South Island 1,P,T1,3,46,33.18564722,-79.18603333,22.61,3.29,28,September,2016
South Island 1,P,T1,3,44,33.18564722,-79.18603333,22.61,4.81,28,September,2016
South Island 1,P,T1,3,55,33.18564722,-79.18603333,22.61,2.56,28,September,2016
South Island 1,P,T1,3,29,33.18564722,-79.18603333,22.61,4.15,28,September,2016
South Island 1,P,T1,3,59,33.18564722,-79.18603333,22.61,0.66,28,September,2016
South Island 1,P,T1,3,54,33.18564722,-79.18603333,22.61,1.34,28,September,2016
South Island 1,P,T1,3,60,33.18564722,-79.18603333,22.61,0.41,28,September,2016
South Island 1,P,T1,3,51,33.18564722,-79.18603333,22.61,1.84,28,September,2016
South Island 1,P,T1,3,57,33.18564722,-79.18603333,22.61,0.83,28,September,2016
South Island 1,P,T1,3,42,33.18564722,-79.18603333,22.61,3.46,28,September,2016
South Island 1,P,T1,3,34,33.18564722,-79.18603333,22.61,4.17,28,September,2016
South Island 1,P,T1,3,53,33.18564722,-79.18603333,22.61,2.35,28,September,2016
South Island 1,P,T2,1,42,33.18564722,-79.18603333,22.61,9.24,28,September,2016
South Island 1,P,T2,1,38,33.18564722,-79.18603333,22.61,8.51,28,September,2016
South Island 1,P,T2,1,61,33.18564722,-79.18603333,22.61,6.89,28,September,2016
South Island 1,P,T2,1,56,33.18564722,-79.18603333,22.61,7.41,28,September,2016
South Island 1,P,T2,1,52,33.18564722,-79.18603333,22.61,9.21,28,September,2016
South Island 1,P,T2,1,49,33.18564722,-79.18603333,22.61,7.84,28,September,2016
South Island 1,P,T2,1,41,33.18564722,-79.18603333,22.61,8.35,28,September,2016
South Island 1,P,T2,1,55,33.18564722,-79.18603333,22.61,7.21,28,September,2016
South Island 1,P,T2,1,47,33.18564722,-79.18603333,22.61,6.89,28,September,2016
South Island 1,P,T2,1,56,33.18564722,-79.18603333,22.61,7.32,28,September,2016
South Island 1,P,T2,1,53,33.18564722,-79.18603333,22.61,6.84,28,September,2016
South Island 1,P,T2,1,59,33.18564722,-79.18603333,22.61,7.31,28,September,2016
South Island 1,P,T2,1,56,33.18564722,-79.18603333,22.61,8.81,28,September,2016
South Island 1,P,T2,1,45,33.18564722,-79.18603333,22.61,10.64,28,September,2016
South Island 1,P,T2,1,38,33.18564722,-79.18603333,22.61,10.22,28,September,2016
South Island 1,P,T2,1,47,33.18564722,-79.18603333,22.61,9.81,28,September,2016
South Island 1,P,T2,1,55,33.18564722,-79.18603333,22.61,6.29,28,September,2016
South Island 1,P,T2,1,18,33.18564722,-79.18603333,22.61,10.78,28,September,2016
South Island 1,P,T2,1,51,33.18564722,-79.18603333,22.61,6.94,28,September,2016
South Island 1,P,T2,1,59,33.18564722,-79.18603333,22.61,7.23,28,September,2016
South Island 1,P,T2,1,34,33.18564722,-79.18603333,22.61,10.28,28,September,2016
South Island 1,P,T2,1,49,33.18564722,-79.18603333,22.61,7.45,28,September,2016
South Island 1,P,T2,1,51,33.18564722,-79.18603333,22.61,9.16,28,September,2016
South Island 1,P,T2,1,47,33.18564722,-79.18603333,22.61,10.37,28,September,2016
South Island 1,P,T2,1,55,33.18564722,-79.18603333,22.61,6.83,28,September,2016
South Island 1,P,T2,1,52,33.18564722,-79.18603333,22.61,7.14,28,September,2016
South Island 1,P,T2,1,27,33.18564722,-79.18603333,22.61,10.91,28,September,2016
South Island 1,P,T2,1,50,33.18564722,-79.18603333,22.61,7.11,28,September,2016
South Island 1,P,T2,1,58,33.18564722,-79.18603333,22.61,6.67,28,September,2016
South Island 1,P,T2,1,51,33.18564722,-79.18603333,22.61,8.25,28,September,2016
South Island 1,P,T2,1,49,33.18564722,-79.18603333,22.61,9.34,28,September,2016
South Island 1,P,T2,1,38,33.18564722,-79.18603333,22.61,10.22,28,September,2016
South Island 1,P,T2,1,35,33.18564722,-79.18603333,22.61,9.37,28,September,2016
South Island 1,P,T2,1,58,33.18564722,-79.18603333,22.61,6.39,28,September,2016
South Island 1,P,T2,1,16,33.18564722,-79.18603333,22.61,10.41,28,September,2016
South Island 1,P,T2,1,49,33.18564722,-79.18603333,22.61,8.53,28,September,2016
South Island 1,P,T2,1,34,33.18564722,-79.18603333,22.61,9.31,28,September,2016
South Island 1,P,T2,1,46,33.18564722,-79.18603333,22.61,10.12,28,September,2016
South Island 1,P,T2,1,42,33.18564722,-79.18603333,22.61,7.26,28,September,2016
South Island 1,P,T2,1,51,33.18564722,-79.18603333,22.61,6.48,28,September,2016
South Island 1,P,T2,1,56,33.18564722,-79.18603333,22.61,9.32,28,September,2016
South Island 1,P,T2,1,49,33.18564722,-79.18603333,22.61,10.41,28,September,2016
South Island 1,P,T2,1,39,33.18564722,-79.18603333,22.61,9.77,28,September,2016
South Island 1,P,T2,1,57,33.18564722,-79.18603333,22.61,6.34,28,September,2016
South Island 1,P,T2,1,51,33.18564722,-79.18603333,22.61,8.83,28,September,2016
South Island 1,P,T2,1,46,33.18564722,-79.18603333,22.61,10.91,28,September,2016
South Island 1,P,T2,1,32,33.18564722,-79.18603333,22.61,10.64,28,September,2016
South Island 1,P,T2,1,58,33.18564722,-79.18603333,22.61,6.82,28,September,2016
South Island 1,P,T2,1,52,33.18564722,-79.18603333,22.61,8.32,28,September,2016
South Island 1,P,T2,1,57,33.18564722,-79.18603333,22.61,6.44,28,September,2016
South Island 1,P,T2,2,46,33.18564722,-79.18603333,22.61,9.27,28,September,2016
South Island 1,P,T2,2,57,33.18564722,-79.18603333,22.61,7.34,28,September,2016
South Island 1,P,T2,2,51,33.18564722,-79.18603333,22.61,9.83,28,September,2016
South Island 1,P,T2,2,50,33.18564722,-79.18603333,22.61,10.87,28,September,2016
South Island 1,P,T2,2,28,33.18564722,-79.18603333,22.61,8.36,28,September,2016
South Island 1,P,T2,2,34,33.18564722,-79.18603333,22.61,10.25,28,September,2016
South Island 1,P,T2,2,18,33.18564722,-79.18603333,22.61,9.88,28,September,2016
South Island 1,P,T2,2,32,33.18564722,-79.18603333,22.61,10.75,28,September,2016
South Island 1,P,T2,2,49,33.18564722,-79.18603333,22.61,8.36,28,September,2016
South Island 1,P,T2,2,41,33.18564722,-79.18603333,22.61,9.78,28,September,2016
South Island 1,P,T2,2,55,33.18564722,-79.18603333,22.61,6.37,28,September,2016
South Island 1,P,T2,2,59,33.18564722,-79.18603333,22.61,6.71,28,September,2016
South Island 1,P,T2,2,61,33.18564722,-79.18603333,22.61,8.32,28,September,2016
South Island 1,P,T2,2,23,33.18564722,-79.18603333,22.61,10.79,28,September,2016
South Island 1,P,T2,2,54,33.18564722,-79.18603333,22.61,6.88,28,September,2016
South Island 1,P,T2,2,48,33.18564722,-79.18603333,22.61,9.67,28,September,2016
South Island 1,P,T2,2,41,33.18564722,-79.18603333,22.61,10.25,28,September,2016
South Island 1,P,T2,2,20,33.18564722,-79.18603333,22.61,10.77,28,September,2016
South Island 1,P,T2,2,37,33.18564722,-79.18603333,22.61,9.63,28,September,2016
South Island 1,P,T2,2,64,33.18564722,-79.18603333,22.61,9.36,28,September,2016
South Island 1,P,T2,2,54,33.18564722,-79.18603333,22.61,9.2,28,September,2016
South Island 1,P,T2,2,49,33.18564722,-79.18603333,22.61,9.48,28,September,2016
South Island 1,P,T2,2,52,33.18564722,-79.18603333,22.61,9.44,28,September,2016
South Island 1,P,T2,2,57,33.18564722,-79.18603333,22.61,9.13,28,September,2016
South Island 1,P,T2,2,51,33.18564722,-79.18603333,22.61,9.28,28,September,2016
South Island 1,P,T2,2,40,33.18564722,-79.18603333,22.61,9.34,28,September,2016
South Island 1,P,T2,2,55,33.18564722,-79.18603333,22.61,6.39,28,September,2016
South Island 1,P,T2,2,39,33.18564722,-79.18603333,22.61,10.42,28,September,2016
South Island 1,P,T2,2,58,33.18564722,-79.18603333,22.61,7.81,28,September,2016
South Island 1,P,T2,2,51,33.18564722,-79.18603333,22.61,6.88,28,September,2016
South Island 1,P,T2,2,42,33.18564722,-79.18603333,22.61,8.36,28,September,2016
South Island 1,P,T2,2,47,33.18564722,-79.18603333,22.61,9.21,28,September,2016
South Island 1,P,T2,2,51,33.18564722,-79.18603333,22.61,9.43,28,September,2016
South Island 1,P,T2,2,56,33.18564722,-79.18603333,22.61,9.28,28,September,2016
South Island 1,P,T2,2,51,33.18564722,-79.18603333,22.61,10.35,28,September,2016
South Island 1,P,T2,2,40,33.18564722,-79.18603333,22.61,9.62,28,September,2016
South Island 1,P,T2,2,61,33.18564722,-79.18603333,22.61,10.52,28,September,2016
South Island 1,P,T2,2,55,33.18564722,-79.18603333,22.61,9.78,28,September,2016
South Island 1,P,T2,2,51,33.18564722,-79.18603333,22.61,10.58,28,September,2016
South Island 1,P,T2,2,58,33.18564722,-79.18603333,22.61,6.49,28,September,2016
South Island 1,P,T2,2,54,33.18564722,-79.18603333,22.61,7.05,28,September,2016
South Island 1,P,T2,2,17,33.18564722,-79.18603333,22.61,10.85,28,September,2016
South Island 1,P,T2,2,23,33.18564722,-79.18603333,22.61,10.37,28,September,2016
South Island 1,P,T2,2,38,33.18564722,-79.18603333,22.61,9.54,28,September,2016
South Island 1,P,T2,2,49,33.18564722,-79.18603333,22.61,10.64,28,September,2016
South Island 1,P,T2,2,51,33.18564722,-79.18603333,22.61,9.46,28,September,2016
South Island 1,P,T2,2,47,33.18564722,-79.18603333,22.61,10.47,28,September,2016
South Island 1,P,T2,2,34,33.18564722,-79.18603333,22.61,10.34,28,September,2016
South Island 1,P,T2,2,59,33.18564722,-79.18603333,22.61,10.39,28,September,2016
South Island 1,P,T2,2,55,33.18564722,-79.18603333,22.61,6.33,28,September,2016
South Island 1,P,T2,2,47,33.18564722,-79.18603333,22.61,9.86,28,September,2016
South Island 1,P,T2,2,42,33.18564722,-79.18603333,22.61,10.14,28,September,2016
South Island 1,P,T2,2,56,33.18564722,-79.18603333,22.61,6.17,28,September,2016
South Island 1,P,T2,2,61,33.18564722,-79.18603333,22.61,6.69,28,September,2016
South Island 1,P,T2,2,50,33.18564722,-79.18603333,22.61,7.23,28,September,2016
South Island 1,P,T2,3,65,33.18564722,-79.18603333,22.61,7.91,28,September,2016
South Island 1,P,T2,3,49,33.18564722,-79.18603333,22.61,8.24,28,September,2016
South Island 1,P,T2,3,52,33.18564722,-79.18603333,22.61,6.39,28,September,2016
South Island 1,P,T2,3,47,33.18564722,-79.18603333,22.61,10.58,28,September,2016
South Island 1,P,T2,3,53,33.18564722,-79.18603333,22.61,6.76,28,September,2016
South Island 1,P,T2,3,44,33.18564722,-79.18603333,22.61,10.93,28,September,2016
South Island 1,P,T2,3,56,33.18564722,-79.18603333,22.61,8.04,28,September,2016
South Island 1,P,T2,3,62,33.18564722,-79.18603333,22.61,9.2,28,September,2016
South Island 1,P,T2,3,68,33.18564722,-79.18603333,22.61,10.37,28,September,2016
South Island 1,P,T2,3,23,33.18564722,-79.18603333,22.61,9.48,28,September,2016
South Island 1,P,T2,3,71,33.18564722,-79.18603333,22.61,9.23,28,September,2016
South Island 1,P,T2,3,70,33.18564722,-79.18603333,22.61,9.73,28,September,2016
South Island 1,P,T2,3,66,33.18564722,-79.18603333,22.61,10.39,28,September,2016
South Island 1,P,T2,3,28,33.18564722,-79.18603333,22.61,10.84,28,September,2016
South Island 1,P,T2,3,52,33.18564722,-79.18603333,22.61,6.39,28,September,2016
South Island 1,P,T2,3,49,33.18564722,-79.18603333,22.61,9.55,28,September,2016
South Island 1,P,T2,3,51,33.18564722,-79.18603333,22.61,7.21,28,September,2016
South Island 1,P,T2,3,60,33.18564722,-79.18603333,22.61,7.84,28,September,2016
South Island 1,P,T2,3,19,33.18564722,-79.18603333,22.61,10.56,28,September,2016
South Island 1,P,T2,3,52,33.18564722,-79.18603333,22.61,6.43,28,September,2016
South Island 1,P,T2,3,61,33.18564722,-79.18603333,22.61,10.85,28,September,2016
South Island 1,P,T2,3,48,33.18564722,-79.18603333,22.61,10.34,28,September,2016
South Island 1,P,T2,3,39,33.18564722,-79.18603333,22.61,9.85,28,September,2016
South Island 1,P,T2,3,33,33.18564722,-79.18603333,22.61,9.54,28,September,2016
South Island 1,P,T2,3,49,33.18564722,-79.18603333,22.61,9.43,28,September,2016
South Island 1,P,T2,3,27,33.18564722,-79.18603333,22.61,9.46,28,September,2016
South Island 1,P,T2,3,59,33.18564722,-79.18603333,22.61,10.03,28,September,2016
South Island 1,P,T2,3,63,33.18564722,-79.18603333,22.61,10.52,28,September,2016
South Island 1,P,T2,3,56,33.18564722,-79.18603333,22.61,10.98,28,September,2016
South Island 1,P,T2,3,47,33.18564722,-79.18603333,22.61,6.52,28,September,2016
South Island 1,P,T2,3,38,33.18564722,-79.18603333,22.61,9.34,28,September,2016
South Island 1,P,T2,3,59,33.18564722,-79.18603333,22.61,6.13,28,September,2016
South Island 1,P,T2,3,55,33.18564722,-79.18603333,22.61,8.84,28,September,2016
South Island 1,P,T2,3,41,33.18564722,-79.18603333,22.61,7.97,28,September,2016
South Island 1,P,T2,3,36,33.18564722,-79.18603333,22.61,10.23,28,September,2016
South Island 1,P,T2,3,48,33.18564722,-79.18603333,22.61,8.37,28,September,2016
South Island 1,P,T2,3,57,33.18564722,-79.18603333,22.61,6.19,28,September,2016
South Island 1,P,T2,3,52,33.18564722,-79.18603333,22.61,7.51,28,September,2016
South Island 1,P,T2,3,45,33.18564722,-79.18603333,22.61,6.39,28,September,2016
South Island 1,P,T2,3,59,33.18564722,-79.18603333,22.61,6.27,28,September,2016
South Island 1,P,T2,3,54,33.18564722,-79.18603333,22.61,7.93,28,September,2016
South Island 1,P,T2,3,23,33.18564722,-79.18603333,22.61,10.66,28,September,2016
South Island 1,P,T2,3,45,33.18564722,-79.18603333,22.61,8.43,28,September,2016
South Island 1,P,T2,3,54,33.18564722,-79.18603333,22.61,7.03,28,September,2016
South Island 1,P,T3,1,36,33.18564722,-79.18603333,22.61,15.42,28,September,2016
South Island 1,P,T3,1,41,33.18564722,-79.18603333,22.61,13.25,28,September,2016
South Island 1,P,T3,1,28,33.18564722,-79.18603333,22.61,15.84,28,September,2016
South Island 1,P,T3,1,47,33.18564722,-79.18603333,22.61,14.23,28,September,2016
South Island 1,P,T3,1,16,33.18564722,-79.18603333,22.61,15.62,28,September,2016
South Island 1,P,T3,1,28,33.18564722,-79.18603333,22.61,15.02,28,September,2016
South Island 1,P,T3,1,54,33.18564722,-79.18603333,22.61,11.63,28,September,2016
South Island 1,P,T3,1,23,33.18564722,-79.18603333,22.61,14.48,28,September,2016
South Island 1,P,T3,1,48,33.18564722,-79.18603333,22.61,15.26,28,September,2016
South Island 1,P,T3,1,35,33.18564722,-79.18603333,22.61,14.31,28,September,2016
South Island 1,P,T3,1,40,33.18564722,-79.18603333,22.61,13.57,28,September,2016
South Island 1,P,T3,1,28,33.18564722,-79.18603333,22.61,15.32,28,September,2016
South Island 1,P,T3,1,19,33.18564722,-79.18603333,22.61,15.21,28,September,2016
South Island 1,P,T3,1,38,33.18564722,-79.18603333,22.61,13.98,28,September,2016
South Island 1,P,T3,1,46,33.18564722,-79.18603333,22.61,11.67,28,September,2016
South Island 1,P,T3,1,31,33.18564722,-79.18603333,22.61,12.76,28,September,2016
South Island 1,P,T3,1,30,33.18564722,-79.18603333,22.61,13.89,28,September,2016
South Island 1,P,T3,1,42,33.18564722,-79.18603333,22.61,14.59,28,September,2016
South Island 1,P,T3,1,29,33.18564722,-79.18603333,22.61,11.34,28,September,2016
South Island 1,P,T3,1,34,33.18564722,-79.18603333,22.61,12.85,28,September,2016
South Island 1,P,T3,1,31,33.18564722,-79.18603333,22.61,13.84,28,September,2016
South Island 1,P,T3,1,38,33.18564722,-79.18603333,22.61,11.39,28,September,2016
South Island 1,P,T3,1,30,33.18564722,-79.18603333,22.61,11.73,28,September,2016
South Island 1,P,T3,1,39,33.18564722,-79.18603333,22.61,13.24,28,September,2016
South Island 1,P,T3,1,42,33.18564722,-79.18603333,22.61,13.69,28,September,2016
South Island 1,P,T3,1,48,33.18564722,-79.18603333,22.61,12.37,28,September,2016
South Island 1,P,T3,1,40,33.18564722,-79.18603333,22.61,13.17,28,September,2016
South Island 1,P,T3,1,27,33.18564722,-79.18603333,22.61,12.06,28,September,2016
South Island 1,P,T3,1,41,33.18564722,-79.18603333,22.61,12.78,28,September,2016
South Island 1,P,T3,1,31,33.18564722,-79.18603333,22.61,15.31,28,September,2016
South Island 1,P,T3,1,22,33.18564722,-79.18603333,22.61,15.75,28,September,2016
South Island 1,P,T3,1,29,33.18564722,-79.18603333,22.61,14.41,28,September,2016
South Island 1,P,T3,1,16,33.18564722,-79.18603333,22.61,15.82,28,September,2016
South Island 1,P,T3,1,24,33.18564722,-79.18603333,22.61,14.38,28,September,2016
South Island 1,P,T3,1,20,33.18564722,-79.18603333,22.61,15.64,28,September,2016
South Island 1,P,T3,1,27,33.18564722,-79.18603333,22.61,14.25,28,September,2016
South Island 1,P,T3,2,42,33.18564722,-79.18603333,22.61,12.48,28,September,2016
South Island 1,P,T3,2,34,33.18564722,-79.18603333,22.61,13.65,28,September,2016
South Island 1,P,T3,2,29,33.18564722,-79.18603333,22.61,15.92,28,September,2016
South Island 1,P,T3,2,31,33.18564722,-79.18603333,22.61,14.67,28,September,2016
South Island 1,P,T3,2,40,33.18564722,-79.18603333,22.61,11.84,28,September,2016
South Island 1,P,T3,2,18,33.18564722,-79.18603333,22.61,14.87,28,September,2016
South Island 1,P,T3,2,25,33.18564722,-79.18603333,22.61,13.52,28,September,2016
South Island 1,P,T3,2,21,33.18564722,-79.18603333,22.61,15.39,28,September,2016
South Island 1,P,T3,2,34,33.18564722,-79.18603333,22.61,13.77,28,September,2016
South Island 1,P,T3,2,29,33.18564722,-79.18603333,22.61,14.45,28,September,2016
South Island 1,P,T3,2,31,33.18564722,-79.18603333,22.61,15.45,28,September,2016
South Island 1,P,T3,2,38,33.18564722,-79.18603333,22.61,14.32,28,September,2016
South Island 1,P,T3,2,20,33.18564722,-79.18603333,22.61,14.82,28,September,2016
South Island 1,P,T3,2,41,33.18564722,-79.18603333,22.61,12.74,28,September,2016
South Island 1,P,T3,2,36,33.18564722,-79.18603333,22.61,12.14,28,September,2016
South Island 1,P,T3,2,25,33.18564722,-79.18603333,22.61,14.68,28,September,2016
South Island 1,P,T3,2,31,33.18564722,-79.18603333,22.61,12.54,28,September,2016
South Island 1,P,T3,2,40,33.18564722,-79.18603333,22.61,11.83,28,September,2016
South Island 1,P,T3,2,18,33.18564722,-79.18603333,22.61,15.76,28,September,2016
South Island 1,P,T3,2,22,33.18564722,-79.18603333,22.61,15.24,28,September,2016
South Island 1,P,T3,2,26,33.18564722,-79.18603333,22.61,13.87,28,September,2016
South Island 1,P,T3,2,31,33.18564722,-79.18603333,22.61,12.62,28,September,2016
South Island 1,P,T3,2,29,33.18564722,-79.18603333,22.61,13.08,28,September,2016
South Island 1,P,T3,2,31,33.18564722,-79.18603333,22.61,14.79,28,September,2016
South Island 1,P,T3,2,27,33.18564722,-79.18603333,22.61,11.73,28,September,2016
South Island 1,P,T3,2,49,33.18564722,-79.18603333,22.61,11.24,28,September,2016
South Island 1,P,T3,2,41,33.18564722,-79.18603333,22.61,12.64,28,September,2016
South Island 1,P,T3,2,30,33.18564722,-79.18603333,22.61,14.87,28,September,2016
South Island 1,P,T3,2,42,33.18564722,-79.18603333,22.61,11.2,28,September,2016
South Island 1,P,T3,2,34,33.18564722,-79.18603333,22.61,13.49,28,September,2016
South Island 1,P,T3,2,28,33.18564722,-79.18603333,22.61,15.73,28,September,2016
South Island 1,P,T3,2,36,33.18564722,-79.18603333,22.61,13.59,28,September,2016
South Island 1,P,T3,2,40,33.18564722,-79.18603333,22.61,12.34,28,September,2016
South Island 1,P,T3,2,44,33.18564722,-79.18603333,22.61,14.83,28,September,2016
South Island 1,P,T3,2,29,33.18564722,-79.18603333,22.61,11.69,28,September,2016
South Island 1,P,T3,2,35,33.18564722,-79.18603333,22.61,13.28,28,September,2016
South Island 1,P,T3,2,42,33.18564722,-79.18603333,22.61,13.42,28,September,2016
South Island 1,P,T3,2,28,33.18564722,-79.18603333,22.61,13.73,28,September,2016
South Island 1,P,T3,2,32,33.18564722,-79.18603333,22.61,15.21,28,September,2016
South Island 1,P,T3,2,41,33.18564722,-79.18603333,22.61,15.41,28,September,2016
South Island 1,P,T3,2,21,33.18564722,-79.18603333,22.61,15.37,28,September,2016
South Island 1,P,T3,2,30,33.18564722,-79.18603333,22.61,15.36,28,September,2016
South Island 1,P,T3,3,23,33.18564722,-79.18603333,22.61,15.47,28,September,2016
South Island 1,P,T3,3,20,33.18564722,-79.18603333,22.61,15.57,28,September,2016
South Island 1,P,T3,3,51,33.18564722,-79.18603333,22.61,11.47,28,September,2016
South Island 1,P,T3,3,42,33.18564722,-79.18603333,22.61,13.05,28,September,2016
South Island 1,P,T3,3,36,33.18564722,-79.18603333,22.61,12.87,28,September,2016
South Island 1,P,T3,3,27,33.18564722,-79.18603333,22.61,15.26,28,September,2016
South Island 1,P,T3,3,22,33.18564722,-79.18603333,22.61,15.43,28,September,2016
South Island 1,P,T3,3,41,33.18564722,-79.18603333,22.61,13.86,28,September,2016
South Island 1,P,T3,3,34,33.18564722,-79.18603333,22.61,14.58,28,September,2016
South Island 1,P,T3,3,31,33.18564722,-79.18603333,22.61,13.26,28,September,2016
South Island 1,P,T3,3,38,33.18564722,-79.18603333,22.61,14.57,28,September,2016
South Island 1,P,T3,3,29,33.18564722,-79.18603333,22.61,15.24,28,September,2016
South Island 1,P,T3,3,24,33.18564722,-79.18603333,22.61,15.11,28,September,2016
